time_s,rss_mib,vm_hwm_mib,mem_available_mib,ion_cma_mib,ion_uncache_mib
0.0,195.6875,201.4375,12156.4375,0.0,302.0625
0.5394692420959473,195.6875,201.4375,12104.375,0.0,302.0625
1.077911615371704,195.6875,201.4375,12107.5625,0.0,302.0625
1.6178815364837646,195.6875,201.4375,12098.125,0.0,302.0625
2.158447742462158,195.6875,201.4375,12108.5,0.0,302.0625
2.696235179901123,195.6875,201.4375,12113.5625,0.0,302.0625
3.2357919216156006,195.6875,201.4375,12104.5,0.0,302.0625
3.7766287326812744,195.6875,201.4375,12111.6875,0.0,302.0625
4.318432092666626,187.875,201.4375,12101.0,0.0,302.0625
4.858479022979736,187.875,201.4375,12103.125,0.0,302.0625
5.397161245346069,186.9375,201.4375,12095.75,0.0,302.0625
5.934441566467285,190.1875,201.4375,12103.9375,0.0,302.0625
6.4748852252960205,190.1875,201.4375,12091.0,0.0,302.0625
7.014581680297852,190.1875,201.4375,12086.9375,0.0,302.0625
7.552707195281982,190.1875,201.4375,12082.75,0.0,302.0625
8.092835664749146,190.1875,201.4375,12085.0,0.0,302.0625
8.632767677307129,190.1875,201.4375,12083.6875,0.0,302.0625
9.171551942825317,190.1875,201.4375,12071.8125,0.0,302.0625
9.712559700012207,190.1875,201.4375,12115.5625,0.0,302.0625
10.254450559616089,190.1875,201.4375,12128.0,0.0,302.0625
10.796369552612305,190.1875,201.4375,12098.5625,0.0,302.0625
11.335646152496338,190.1875,201.4375,12092.0625,0.0,302.0625
11.872287034988403,190.1875,201.4375,12105.25,0.0,302.0625
12.409466028213501,190.1875,201.4375,12093.0,0.0,302.0625
12.949686765670776,190.1875,201.4375,12087.5,0.0,302.0625
13.488730192184448,190.1875,201.4375,12109.0625,0.0,302.0625
14.026565551757812,190.1875,201.4375,12099.25,0.0,302.0625
14.566531658172607,190.1875,201.4375,12100.0,0.0,302.0625
15.106520652770996,190.1875,201.4375,12096.875,0.0,302.0625
15.64508867263794,190.1875,201.4375,12106.625,0.0,302.0625
16.185170888900757,190.1875,201.4375,12106.6875,0.0,302.0625
16.727457761764526,190.1875,201.4375,12091.875,0.0,302.0625
17.269372940063477,190.1875,201.4375,12089.25,0.0,302.0625
17.808347702026367,190.1875,201.4375,12089.0,0.0,302.0625
18.346275806427002,190.1875,201.4375,12111.8125,0.0,302.0625
18.8839693069458,190.1875,201.4375,12110.1875,0.0,302.0625
19.42439317703247,190.1875,201.4375,12078.9375,0.0,302.0625
19.96430802345276,190.1875,201.4375,12071.625,0.0,302.0625
20.50276827812195,190.1875,201.4375,12101.8125,0.0,302.0625
21.042591333389282,190.1875,201.4375,12104.25,0.0,302.0625
21.582115650177002,190.1875,201.4375,12118.5,0.0,302.0625
22.123245000839233,190.1875,201.4375,12107.5625,0.0,302.0625
22.660531282424927,190.1875,201.4375,12119.625,0.0,302.0625
23.202595233917236,190.1875,201.4375,12113.125,0.0,302.0625
23.744035720825195,190.1875,201.4375,12124.8125,0.0,302.0625
24.285805225372314,190.1875,201.4375,12101.625,0.0,302.0625
24.82513165473938,190.1875,201.4375,12111.0625,0.0,302.0625
25.362387657165527,190.1875,201.4375,12103.6875,0.0,302.0625
25.901562929153442,190.1875,201.4375,12099.125,0.0,302.0625
26.44257664680481,190.1875,201.4375,12084.4375,0.0,302.0625
26.980000019073486,190.1875,201.4375,12112.0,0.0,302.0625
