time_s,rss_mib,vm_hwm_mib,mem_available_mib,ion_cma_mib,ion_uncache_mib
35.576640605926514,174.5625,174.6875,12150.0,0.0,302.0625
36.11809706687927,174.5625,174.6875,12123.3125,0.0,302.0625
36.65884613990784,174.5625,174.6875,12141.4375,0.0,302.0625
37.196125745773315,174.5625,174.6875,12112.3125,0.0,302.0625
37.733930587768555,174.5625,174.6875,12148.4375,0.0,302.0625
38.27055335044861,174.5625,174.6875,12130.1875,0.0,302.0625
38.81103229522705,174.5625,174.6875,12135.5,0.0,302.0625
39.3507182598114,174.5625,174.6875,12139.9375,0.0,302.0625
39.8886342048645,174.5625,174.6875,12135.3125,0.0,302.0625
40.427369356155396,174.5625,174.6875,12146.6875,0.0,302.0625
40.96496033668518,174.5625,174.6875,12119.75,0.0,302.0625
41.506521224975586,174.5625,174.6875,12141.75,0.0,302.0625
42.04689407348633,174.5625,174.6875,12130.875,0.0,302.0625
42.58430862426758,174.5625,174.6875,12106.125,0.0,302.0625
43.11970567703247,174.5625,174.6875,12121.875,0.0,302.0625
43.6608510017395,174.5625,174.6875,12135.1875,0.0,302.0625
44.20487570762634,174.5625,174.6875,12141.875,0.0,302.0625
44.743534088134766,174.5625,174.6875,12139.125,0.0,302.0625
45.281089305877686,174.5625,174.6875,12134.4375,0.0,302.0625
45.817404985427856,174.5625,174.6875,12135.5625,0.0,302.0625
46.35899066925049,174.5625,174.6875,12132.5,0.0,302.0625
46.90213370323181,174.5625,174.6875,12118.625,0.0,302.0625
47.43985652923584,174.5625,174.6875,12147.1875,0.0,302.0625
47.97804617881775,174.5625,174.6875,12164.375,0.0,302.0625
48.51438093185425,174.5625,174.6875,12119.0,0.0,302.0625
49.05577754974365,174.5625,174.6875,12138.1875,0.0,302.0625
49.59614825248718,174.5625,174.6875,12136.5625,0.0,302.0625
50.13304281234741,174.5625,174.6875,12135.5625,0.0,302.0625
50.670461893081665,174.5625,174.6875,12144.6875,0.0,302.0625
51.210373878479004,174.5625,174.6875,12120.875,0.0,302.0625
51.75175499916077,174.5625,174.6875,12134.1875,0.0,302.0625
52.29111385345459,174.5625,174.6875,12127.0625,0.0,302.0625
52.829758405685425,174.5625,174.6875,12130.1875,0.0,302.0625
53.36821103096008,174.5625,174.6875,12140.1875,0.0,302.0625
53.91134452819824,174.5625,174.6875,12128.875,0.0,302.0625
54.451781272888184,174.5625,174.6875,12142.5,0.0,302.0625
54.9894163608551,174.5625,174.6875,12116.75,0.0,302.0625
55.525362730026245,174.5625,174.6875,12142.4375,0.0,302.0625
56.06604886054993,174.5625,174.6875,12128.5,0.0,302.0625
56.606775999069214,174.5625,174.6875,12144.625,0.0,302.0625
57.14353966712952,174.5625,174.6875,12142.5625,0.0,302.0625
57.680716037750244,174.5625,174.6875,12151.1875,0.0,302.0625
58.21869254112244,174.5625,174.6875,12119.5625,0.0,302.0625
58.76051139831543,174.5625,174.6875,12127.9375,0.0,302.0625
59.300432205200195,174.5625,174.6875,12137.5625,0.0,302.0625
59.8368239402771,174.5625,174.6875,12133.375,0.0,302.0625
60.37311840057373,174.5625,174.6875,12153.5625,0.0,302.0625
60.91396903991699,174.5625,174.6875,12144.0625,0.0,302.0625
61.45585370063782,174.5625,174.6875,12136.375,0.0,302.0625
61.99386239051819,174.5625,174.6875,12129.125,0.0,302.0625
62.5317759513855,174.5625,174.6875,12123.5625,0.0,302.0625
63.07002902030945,174.5625,174.6875,12144.75,0.0,302.0625
63.6130096912384,174.5625,174.6875,12134.5,0.0,302.0625
64.16295742988586,174.5625,174.6875,12149.1875,0.0,302.0625
64.701895236969,174.5625,174.6875,12129.3125,0.0,302.0625
65.24067640304565,174.5625,174.6875,12136.8125,0.0,302.0625
65.78198504447937,174.5625,174.6875,12143.6875,0.0,302.0625
66.32301139831543,174.5625,174.6875,12137.5625,0.0,302.0625
66.85881090164185,174.5625,174.6875,12133.9375,0.0,302.0625
67.39593434333801,174.5625,174.6875,12141.25,0.0,302.0625
67.93709945678711,174.5625,174.6875,12145.125,0.0,302.0625
68.47953128814697,174.5625,174.6875,12122.5,0.0,302.0625
69.01719999313354,174.5625,174.6875,12130.9375,0.0,302.0625
69.55561017990112,174.5625,174.6875,12139.625,0.0,302.0625
70.0916109085083,174.5625,174.6875,12132.6875,0.0,302.0625
70.63241863250732,174.5625,174.6875,12145.4375,0.0,302.0625
71.17294192314148,174.5625,174.6875,12139.8125,0.0,302.0625
71.70955467224121,174.5625,174.6875,12123.875,0.0,302.0625
72.2479681968689,174.5625,174.6875,12148.25,0.0,302.0625
72.78665161132812,174.5625,174.6875,12128.75,0.0,302.0625
73.32857465744019,174.5625,174.6875,12134.3125,0.0,302.0625
73.86939096450806,174.5625,174.6875,12133.4375,0.0,302.0625
74.40800452232361,174.5625,174.6875,12135.625,0.0,302.0625
74.94403672218323,174.5625,174.6875,12135.875,0.0,302.0625
75.48482346534729,174.5625,174.6875,12130.125,0.0,302.0625
76.02685022354126,174.5625,174.6875,12136.4375,0.0,302.0625
76.56359219551086,174.5625,174.6875,12136.125,0.0,302.0625
77.10223031044006,174.5625,174.6875,12142.25,0.0,302.0625
77.6404116153717,174.5625,174.6875,12130.375,0.0,302.0625
78.18161535263062,174.5625,174.6875,12140.125,0.0,302.0625
78.72351741790771,174.5625,174.6875,12132.3125,0.0,302.0625
79.26097750663757,174.5625,174.6875,12130.25,0.0,302.0625
79.7966194152832,174.5625,174.6875,12141.125,0.0,302.0625
80.3369460105896,174.5625,174.6875,12140.125,0.0,302.0625
80.87872958183289,174.5625,174.6875,12138.875,0.0,302.0625
81.41677808761597,174.5625,174.6875,12131.1875,0.0,302.0625
81.95496582984924,174.5625,174.6875,12126.0625,0.0,302.0625
82.49364900588989,174.5625,174.6875,12132.6875,0.0,302.0625
83.03403806686401,174.5625,174.6875,12129.0,0.0,302.0625
83.57401657104492,174.5625,174.6875,12136.625,0.0,302.0625
84.1111433506012,174.5625,174.6875,12131.3125,0.0,302.0625
84.64713883399963,174.5625,174.6875,12134.9375,0.0,302.0625
85.18776988983154,174.5625,174.6875,12129.6875,0.0,302.0625
85.7274706363678,174.5625,174.6875,12122.25,0.0,302.0625
86.26567149162292,174.5625,174.6875,12141.4375,0.0,302.0625
86.80363178253174,174.5625,174.6875,12122.6875,0.0,302.0625
87.33859753608704,174.5625,174.6875,12132.1875,0.0,302.0625
87.87771320343018,174.5625,174.6875,12127.8125,0.0,302.0625
88.41783356666565,174.5625,174.6875,12146.4375,0.0,302.0625
88.95496964454651,174.5625,174.6875,12141.5625,0.0,302.0625
89.49387764930725,174.5625,174.6875,12118.75,0.0,302.0625
90.03256368637085,174.5625,174.6875,12124.3125,0.0,302.0625
90.57295417785645,174.5625,174.6875,12125.8125,0.0,302.0625
91.11274552345276,174.5625,174.6875,12123.5625,0.0,302.0625
91.64908385276794,174.5625,174.6875,12129.6875,0.0,302.0625
92.18527364730835,174.5625,174.6875,12137.25,0.0,302.0625
92.72767186164856,174.5625,174.6875,12137.0625,0.0,302.0625
93.26989722251892,174.5625,174.6875,12138.75,0.0,302.0625
93.80900621414185,174.5625,174.6875,12134.375,0.0,302.0625
94.34688901901245,174.5625,174.6875,12133.75,0.0,302.0625
94.88207459449768,174.5625,174.6875,12124.25,0.0,302.0625
95.4221658706665,174.5625,174.6875,12147.3125,0.0,302.0625
95.9619574546814,174.5625,174.6875,12140.125,0.0,302.0625
96.49964547157288,174.5625,174.6875,12133.3125,0.0,302.0625
97.0373363494873,174.5625,174.6875,12121.0,0.0,302.0625
97.57651209831238,174.5625,174.6875,12126.0625,0.0,302.0625
98.11888933181763,174.5625,174.6875,12125.5,0.0,302.0625
98.65830302238464,174.5625,174.6875,12123.0,0.0,302.0625
99.19617414474487,174.5625,174.6875,12110.8125,0.0,302.0625
99.7309980392456,174.5625,174.6875,12138.625,0.0,302.0625
100.27167654037476,174.5625,174.6875,12130.625,0.0,302.0625
100.811683177948,174.5625,174.6875,12120.9375,0.0,302.0625
101.34939336776733,174.5625,174.6875,12129.4375,0.0,302.0625
101.8867735862732,174.5625,174.6875,12139.3125,0.0,302.0625
102.42267656326294,174.5625,174.6875,12145.1875,0.0,302.0625
102.96320796012878,174.5625,174.6875,12145.0,0.0,302.0625
103.50379776954651,174.5625,174.6875,12117.875,0.0,302.0625
104.03976535797119,174.5625,174.6875,12132.3125,0.0,302.0625
104.57848143577576,174.5625,174.6875,12117.0,0.0,302.0625
105.11706352233887,174.5625,174.6875,12125.3125,0.0,302.0625
105.65804624557495,174.5625,174.6875,12135.6875,0.0,302.0625
106.19905209541321,174.5625,174.6875,12141.125,0.0,302.0625
106.73829078674316,174.5625,174.6875,12138.25,0.0,302.0625
107.27612638473511,174.5625,174.6875,12141.625,0.0,302.0625
107.81773495674133,174.5625,174.6875,12132.0625,0.0,302.0625
108.3576352596283,174.5625,174.6875,12119.5,0.0,302.0625
108.8942003250122,174.5625,174.6875,12130.625,0.0,302.0625
109.4325602054596,174.5625,174.6875,12123.125,0.0,302.0625
109.97314047813416,174.5625,174.6875,12129.875,0.0,302.0625
110.51536011695862,174.5625,174.6875,12144.9375,0.0,302.0625
111.0535216331482,174.5625,174.6875,12122.75,0.0,302.0625
111.59157276153564,174.5625,174.6875,12130.5625,0.0,302.0625
112.1278064250946,174.5625,174.6875,12120.75,0.0,302.0625
112.66886019706726,174.5625,174.6875,12138.0,0.0,302.0625
113.20873236656189,174.5625,174.6875,12137.125,0.0,302.0625
113.74565076828003,174.5625,174.6875,12145.6875,0.0,302.0625
114.28188061714172,174.5625,174.6875,12142.3125,0.0,302.0625
114.82306694984436,174.5625,174.6875,12125.9375,0.0,302.0625
115.36520600318909,174.5625,174.6875,12144.25,0.0,302.0625
115.90272665023804,174.5625,174.6875,12140.6875,0.0,302.0625
116.44095778465271,174.5625,174.6875,12129.3125,0.0,302.0625
116.9785566329956,174.5625,174.6875,12129.375,0.0,302.0625
117.51943588256836,174.5625,174.6875,12130.125,0.0,302.0625
118.05936431884766,174.5625,174.6875,12131.8125,0.0,302.0625
118.59552431106567,174.5625,174.6875,12122.25,0.0,302.0625
119.1335461139679,174.5625,174.6875,12107.5,0.0,302.0625
119.67256474494934,174.5625,174.6875,12133.8125,0.0,302.0625
